seed,ablation_id,assignment_strategy,route_postprocess,enable_tw_repair,vehicle_scan_mode,objective,travel,tw_penalty,runtime_sec,feasible,selected_k,tw_violation_ratio,max_subproblem_size,subproblem_cap_ok,strategy_signature
2,q4:ffd:two_opt:1:fixed:seed2,ffd,two_opt,True,fixed,114013.0,133.0,112920.0,10.440635125007248,False,8,0.74,13,True,assign=ffd|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
3,q4:ffd:two_opt:1:fixed:seed3,ffd,two_opt,True,fixed,113745.0,135.0,113010.0,10.527072374999989,True,5,0.66,13,True,assign=ffd|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
4,q4:ffd:two_opt:1:fixed:seed4,ffd,two_opt,True,fixed,103137.0,137.0,102160.0,10.251703041984001,False,7,0.72,13,True,assign=ffd|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
0,q4:ffd:two_opt:1:feasibility_filtered:seed0,ffd,two_opt,True,feasibility_filtered,116506.0,136.0,115770.0,10.372334833984496,True,5,0.7,13,True,assign=ffd|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
1,q4:ffd:two_opt:1:feasibility_filtered:seed1,ffd,two_opt,True,feasibility_filtered,110435.0,135.0,109580.0,10.397186457994394,True,6,0.68,13,True,assign=ffd|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
2,q4:ffd:two_opt:1:feasibility_filtered:seed2,ffd,two_opt,True,feasibility_filtered,132528.0,138.0,131670.0,10.417322166002123,True,6,0.68,13,True,assign=ffd|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
3,q4:ffd:two_opt:1:feasibility_filtered:seed3,ffd,two_opt,True,feasibility_filtered,113745.0,135.0,113010.0,10.492831000010483,True,5,0.66,13,True,assign=ffd|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
4,q4:ffd:two_opt:1:feasibility_filtered:seed4,ffd,two_opt,True,feasibility_filtered,125732.0,142.0,124990.0,10.29006854101317,True,5,0.66,13,True,assign=ffd|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
0,q4:ffd:or_opt:1:fixed:seed0,ffd,or_opt,True,fixed,100463.0,133.0,99490.0,12.486736457998632,True,7,0.6,13,True,assign=ffd|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
1,q4:ffd:or_opt:1:fixed:seed1,ffd,or_opt,True,fixed,103018.0,138.0,102160.0,12.18059983398416,True,6,0.68,13,True,assign=ffd|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
2,q4:ffd:or_opt:1:fixed:seed2,ffd,or_opt,True,fixed,98011.0,131.0,96920.0,12.826697999989847,True,8,0.64,13,True,assign=ffd|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
3,q4:ffd:or_opt:1:fixed:seed3,ffd,or_opt,True,fixed,101587.0,137.0,100490.0,12.731919250014471,True,8,0.68,13,True,assign=ffd|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
4,q4:ffd:or_opt:1:fixed:seed4,ffd,or_opt,True,fixed,97735.0,135.0,97000.0,12.561679041013122,True,5,0.62,13,True,assign=ffd|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
0,q4:ffd:or_opt:1:feasibility_filtered:seed0,ffd,or_opt,True,feasibility_filtered,100463.0,133.0,99490.0,12.459654708014568,True,7,0.6,13,True,assign=ffd|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
1,q4:ffd:or_opt:1:feasibility_filtered:seed1,ffd,or_opt,True,feasibility_filtered,103018.0,138.0,102160.0,12.240137459011748,True,6,0.68,13,True,assign=ffd|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
2,q4:ffd:or_opt:1:feasibility_filtered:seed2,ffd,or_opt,True,feasibility_filtered,98011.0,131.0,96920.0,12.885321167006623,True,8,0.64,13,True,assign=ffd|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
3,q4:ffd:or_opt:1:feasibility_filtered:seed3,ffd,or_opt,True,feasibility_filtered,101587.0,137.0,100490.0,12.614293874998111,True,8,0.68,13,True,assign=ffd|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
4,q4:ffd:or_opt:1:feasibility_filtered:seed4,ffd,or_opt,True,feasibility_filtered,97735.0,135.0,97000.0,12.558673166990047,True,5,0.62,13,True,assign=ffd|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
0,q4:regret:none:0:fixed:seed0,regret,none,False,fixed,446090.0,190.0,445060.0,9.395905584009597,False,7,0.82,13,True,assign=regret|route=none|tw_repair=False|scan=fixed|qubo_cap=15
1,q4:regret:none:0:fixed:seed1,regret,none,False,fixed,379910.0,190.0,378880.0,9.483476666006027,False,7,0.74,13,True,assign=regret|route=none|tw_repair=False|scan=fixed|qubo_cap=15
2,q4:regret:none:0:fixed:seed2,regret,none,False,fixed,316627.0,177.0,315730.0,9.410015417000977,True,6,0.7,13,True,assign=regret|route=none|tw_repair=False|scan=fixed|qubo_cap=15
3,q4:regret:none:0:fixed:seed3,regret,none,False,fixed,372894.0,184.0,371750.0,9.373591082985513,False,8,0.72,13,True,assign=regret|route=none|tw_repair=False|scan=fixed|qubo_cap=15
4,q4:regret:none:0:fixed:seed4,regret,none,False,fixed,390349.0,189.0,389200.0,9.599274625012185,False,8,0.74,13,True,assign=regret|route=none|tw_repair=False|scan=fixed|qubo_cap=15
0,q4:regret:none:0:feasibility_filtered:seed0,regret,none,False,feasibility_filtered,446090.0,190.0,445060.0,9.465271791996202,False,7,0.82,13,True,assign=regret|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
1,q4:regret:none:0:feasibility_filtered:seed1,regret,none,False,feasibility_filtered,379910.0,190.0,378880.0,9.375230750010815,False,7,0.74,13,True,assign=regret|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
2,q4:regret:none:0:feasibility_filtered:seed2,regret,none,False,feasibility_filtered,316627.0,177.0,315730.0,9.376519040990388,True,6,0.7,13,True,assign=regret|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
3,q4:regret:none:0:feasibility_filtered:seed3,regret,none,False,feasibility_filtered,372894.0,184.0,371750.0,9.43952604100923,False,8,0.72,13,True,assign=regret|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
4,q4:regret:none:0:feasibility_filtered:seed4,regret,none,False,feasibility_filtered,390349.0,189.0,389200.0,9.403837749996455,False,8,0.74,13,True,assign=regret|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
0,q4:regret:two_opt:1:fixed:seed0,regret,two_opt,True,fixed,119138.0,148.0,118390.0,10.195785000018077,True,5,0.66,13,True,assign=regret|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
1,q4:regret:two_opt:1:fixed:seed1,regret,two_opt,True,fixed,127387.0,137.0,126290.0,10.267063916980987,False,8,0.72,13,True,assign=regret|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
2,q4:regret:two_opt:1:fixed:seed2,regret,two_opt,True,fixed,115570.0,130.0,114840.0,10.169493624998722,True,5,0.6,13,True,assign=regret|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
3,q4:regret:two_opt:1:fixed:seed3,regret,two_opt,True,fixed,118094.0,134.0,117000.0,10.304612209001789,True,8,0.66,13,True,assign=regret|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
4,q4:regret:two_opt:1:fixed:seed4,regret,two_opt,True,fixed,125781.0,141.0,124920.0,10.208538500010036,True,6,0.7,13,True,assign=regret|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
0,q4:regret:two_opt:1:feasibility_filtered:seed0,regret,two_opt,True,feasibility_filtered,119138.0,148.0,118390.0,10.268648083001608,True,5,0.66,13,True,assign=regret|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
1,q4:regret:two_opt:1:feasibility_filtered:seed1,regret,two_opt,True,feasibility_filtered,130755.0,135.0,130020.0,10.166793499985943,True,5,0.64,13,True,assign=regret|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
2,q4:regret:two_opt:1:feasibility_filtered:seed2,regret,two_opt,True,feasibility_filtered,115570.0,130.0,114840.0,10.146339250000892,True,5,0.6,13,True,assign=regret|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
3,q4:regret:two_opt:1:feasibility_filtered:seed3,regret,two_opt,True,feasibility_filtered,118094.0,134.0,117000.0,10.265122374985367,True,8,0.66,13,True,assign=regret|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
4,q4:regret:two_opt:1:feasibility_filtered:seed4,regret,two_opt,True,feasibility_filtered,125781.0,141.0,124920.0,10.249638125009369,True,6,0.7,13,True,assign=regret|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
0,q4:regret:or_opt:1:fixed:seed0,regret,or_opt,True,fixed,98201.0,131.0,97110.0,12.612193125009071,True,8,0.7,13,True,assign=regret|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
1,q4:regret:or_opt:1:fixed:seed1,regret,or_opt,True,fixed,100289.0,129.0,99200.0,12.816153042018414,True,8,0.62,13,True,assign=regret|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
2,q4:regret:or_opt:1:fixed:seed2,regret,or_opt,True,fixed,102869.0,129.0,101900.0,12.636460084002465,True,7,0.66,13,True,assign=regret|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
3,q4:regret:or_opt:1:fixed:seed3,regret,or_opt,True,fixed,96699.0,129.0,95850.0,12.658866124984343,True,6,0.68,13,True,assign=regret|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
4,q4:regret:or_opt:1:fixed:seed4,regret,or_opt,True,fixed,96603.0,133.0,95870.0,12.3652507920051,False,5,0.72,13,True,assign=regret|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
0,q4:regret:or_opt:1:feasibility_filtered:seed0,regret,or_opt,True,feasibility_filtered,98201.0,131.0,97110.0,12.626001083990559,True,8,0.7,13,True,assign=regret|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
1,q4:regret:or_opt:1:feasibility_filtered:seed1,regret,or_opt,True,feasibility_filtered,100289.0,129.0,99200.0,12.800346499978332,True,8,0.62,13,True,assign=regret|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
2,q4:regret:or_opt:1:feasibility_filtered:seed2,regret,or_opt,True,feasibility_filtered,102869.0,129.0,101900.0,12.804361458984204,True,7,0.66,13,True,assign=regret|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
3,q4:regret:or_opt:1:feasibility_filtered:seed3,regret,or_opt,True,feasibility_filtered,96699.0,129.0,95850.0,12.495817208022345,True,6,0.68,13,True,assign=regret|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
4,q4:regret:or_opt:1:feasibility_filtered:seed4,regret,or_opt,True,feasibility_filtered,101713.0,133.0,100620.0,12.585459916997934,True,8,0.66,13,True,assign=regret|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
0,q4:tw_pressure:none:0:fixed:seed0,tw_pressure,none,False,fixed,413496.0,186.0,412350.0,9.35025829199003,False,8,0.8,13,True,assign=tw_pressure|route=none|tw_repair=False|scan=fixed|qubo_cap=15
1,q4:tw_pressure:none:0:fixed:seed1,tw_pressure,none,False,fixed,347673.0,183.0,346530.0,9.49328312498983,False,8,0.72,13,True,assign=tw_pressure|route=none|tw_repair=False|scan=fixed|qubo_cap=15
2,q4:tw_pressure:none:0:fixed:seed2,tw_pressure,none,False,fixed,462200.0,200.0,461400.0,9.830411041999469,False,5,0.8,13,True,assign=tw_pressure|route=none|tw_repair=False|scan=fixed|qubo_cap=15
3,q4:tw_pressure:none:0:fixed:seed3,tw_pressure,none,False,fixed,436437.0,197.0,435520.0,9.63829641600023,False,6,0.76,13,True,assign=tw_pressure|route=none|tw_repair=False|scan=fixed|qubo_cap=15
4,q4:tw_pressure:none:0:fixed:seed4,tw_pressure,none,False,fixed,416823.0,193.0,416030.0,9.6834841670061,False,5,0.72,13,True,assign=tw_pressure|route=none|tw_repair=False|scan=fixed|qubo_cap=15
0,q4:tw_pressure:none:0:feasibility_filtered:seed0,tw_pressure,none,False,feasibility_filtered,413496.0,186.0,412350.0,10.021430499997223,False,8,0.8,13,True,assign=tw_pressure|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
1,q4:tw_pressure:none:0:feasibility_filtered:seed1,tw_pressure,none,False,feasibility_filtered,347673.0,183.0,346530.0,9.616628082992975,False,8,0.72,13,True,assign=tw_pressure|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
2,q4:tw_pressure:none:0:feasibility_filtered:seed2,tw_pressure,none,False,feasibility_filtered,462200.0,200.0,461400.0,9.638881207996747,False,5,0.8,13,True,assign=tw_pressure|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
3,q4:tw_pressure:none:0:feasibility_filtered:seed3,tw_pressure,none,False,feasibility_filtered,436437.0,197.0,435520.0,9.666933624976082,False,6,0.76,13,True,assign=tw_pressure|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
4,q4:tw_pressure:none:0:feasibility_filtered:seed4,tw_pressure,none,False,feasibility_filtered,416823.0,193.0,416030.0,9.652026374998968,False,5,0.72,13,True,assign=tw_pressure|route=none|tw_repair=False|scan=feasibility_filtered|qubo_cap=15
0,q4:tw_pressure:two_opt:1:fixed:seed0,tw_pressure,two_opt,True,fixed,154167.0,137.0,153310.0,10.6712616669829,True,6,0.68,13,True,assign=tw_pressure|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
1,q4:tw_pressure:two_opt:1:fixed:seed1,tw_pressure,two_opt,True,fixed,153765.0,145.0,152660.0,10.530389624997042,True,8,0.68,13,True,assign=tw_pressure|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
2,q4:tw_pressure:two_opt:1:fixed:seed2,tw_pressure,two_opt,True,fixed,142251.0,141.0,141150.0,10.533407707989682,True,8,0.58,13,True,assign=tw_pressure|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
3,q4:tw_pressure:two_opt:1:fixed:seed3,tw_pressure,two_opt,True,fixed,157708.0,148.0,156960.0,10.447092958987923,True,5,0.64,13,True,assign=tw_pressure|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
4,q4:tw_pressure:two_opt:1:fixed:seed4,tw_pressure,two_opt,True,fixed,141884.0,134.0,141030.0,10.406688833027147,True,6,0.66,13,True,assign=tw_pressure|route=two_opt|tw_repair=True|scan=fixed|qubo_cap=15
0,q4:tw_pressure:two_opt:1:feasibility_filtered:seed0,tw_pressure,two_opt,True,feasibility_filtered,154167.0,137.0,153310.0,10.623975582973799,True,6,0.68,13,True,assign=tw_pressure|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
1,q4:tw_pressure:two_opt:1:feasibility_filtered:seed1,tw_pressure,two_opt,True,feasibility_filtered,153765.0,145.0,152660.0,10.429964916984318,True,8,0.68,13,True,assign=tw_pressure|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
2,q4:tw_pressure:two_opt:1:feasibility_filtered:seed2,tw_pressure,two_opt,True,feasibility_filtered,142251.0,141.0,141150.0,10.533513207978103,True,8,0.58,13,True,assign=tw_pressure|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
3,q4:tw_pressure:two_opt:1:feasibility_filtered:seed3,tw_pressure,two_opt,True,feasibility_filtered,157708.0,148.0,156960.0,10.377278874977492,True,5,0.64,13,True,assign=tw_pressure|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
4,q4:tw_pressure:two_opt:1:feasibility_filtered:seed4,tw_pressure,two_opt,True,feasibility_filtered,141884.0,134.0,141030.0,10.21219562497572,True,6,0.66,13,True,assign=tw_pressure|route=two_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
0,q4:tw_pressure:or_opt:1:fixed:seed0,tw_pressure,or_opt,True,fixed,132969.0,139.0,132230.0,13.083664834004594,True,5,0.64,13,True,assign=tw_pressure|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
1,q4:tw_pressure:or_opt:1:fixed:seed1,tw_pressure,or_opt,True,fixed,126065.0,135.0,125210.0,12.645145166985458,True,6,0.62,13,True,assign=tw_pressure|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
2,q4:tw_pressure:or_opt:1:fixed:seed2,tw_pressure,or_opt,True,fixed,132154.0,134.0,131060.0,13.348765707982238,True,8,0.64,13,True,assign=tw_pressure|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
3,q4:tw_pressure:or_opt:1:fixed:seed3,tw_pressure,or_opt,True,fixed,127417.0,137.0,126440.0,12.743681499996455,True,7,0.66,13,True,assign=tw_pressure|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
4,q4:tw_pressure:or_opt:1:fixed:seed4,tw_pressure,or_opt,True,fixed,129454.0,134.0,128360.0,12.55824191699503,True,8,0.58,13,True,assign=tw_pressure|route=or_opt|tw_repair=True|scan=fixed|qubo_cap=15
0,q4:tw_pressure:or_opt:1:feasibility_filtered:seed0,tw_pressure,or_opt,True,feasibility_filtered,132969.0,139.0,132230.0,13.060113791987533,True,5,0.64,13,True,assign=tw_pressure|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
1,q4:tw_pressure:or_opt:1:feasibility_filtered:seed1,tw_pressure,or_opt,True,feasibility_filtered,126065.0,135.0,125210.0,12.640199707995635,True,6,0.62,13,True,assign=tw_pressure|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
2,q4:tw_pressure:or_opt:1:feasibility_filtered:seed2,tw_pressure,or_opt,True,feasibility_filtered,132154.0,134.0,131060.0,13.161454499990214,True,8,0.64,13,True,assign=tw_pressure|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
3,q4:tw_pressure:or_opt:1:feasibility_filtered:seed3,tw_pressure,or_opt,True,feasibility_filtered,127417.0,137.0,126440.0,12.732476125005633,True,7,0.66,13,True,assign=tw_pressure|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
4,q4:tw_pressure:or_opt:1:feasibility_filtered:seed4,tw_pressure,or_opt,True,feasibility_filtered,129454.0,134.0,128360.0,12.595359582977835,True,8,0.58,13,True,assign=tw_pressure|route=or_opt|tw_repair=True|scan=feasibility_filtered|qubo_cap=15
